sample,species,%_of_10_best_matches=species,top_hit_distance,top_hit_p_value,top_hit_shared_hashes,num_genomes,maximum_genome_length,minimum_genome_length,result,filename,total_length,number,mean_length,longest,shortest,N_count,Gaps,N50,N50n,N70,N70n,N90,N90n,#IID,HOM_REF_CT,HOM_ALT_SNP_CT,HET_SNP_CT,DIPLOID_TRANSITION_CT,DIPLOID_TRANSVERSION_CT,DIPLOID_NONSNP_NONSYMBOLIC_CT,DIPLOID_SINGLETON_CT,HAP_REF_INCL_FEMALE_Y_CT,HAP_ALT_INCL_FEMALE_Y_CT,MISSING_INCL_FEMALE_Y_CT,Contamination_Antony,Contamination_Julio,Contamination,Host,Collection_Year,Continent,Country,Dataset,Research_Point,Date_Collected,State_grocery,Organic_RWA,State,CA,Notes,GWU_RUN_NAME,Isolate_submitted,lat,lon,ST_Enterobase,ST_Pasteur,speciator
SB2710442002,Escherichia coli,100.0,0.00744966,0.0,747/1000,823.0,6162737,3976195,good,SB2710442002,5193978.0,307.0,16918.5,239550.0,78.0,985.0,10.0,93746.0,18.0,57087.0,32.0,21609.0,61.0,SB2710442002,767527.0,48554.0,714.0,35316.0,13415.0,0.0,41.0,0.0,0.0,10.0,Non contaminated,Non contaminated,Non contaminated,Pork,2018.0,North America,United States,SB27,5_KP_FUTI_CN-059_M3,15/10/2018,CA,0.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,399,69f1346286ccecc54bd2968c2fab6c2e2472c507,Escherichia coli
SB279406986,Escherichia coli,100.0,0.00191916,0.0,924/1000,823.0,6162737,3976195,good,SB279406986,5093841.0,211.0,24141.43,687571.0,78.0,877.0,9.0,267610.0,7.0,135064.0,12.0,44386.0,23.0,SB279406986,628512.0,97848.0,515.0,71826.0,25581.0,0.0,12.0,0.0,0.0,88.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,17652_KP_Clinical,21/05/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,6091,32,Escherichia coli
SB278344718,Escherichia coli,100.0,0.0023533,0.0,908/1000,823.0,6162737,3976195,good,SB278344718,5108691.0,184.0,27764.62,623511.0,78.0,588.0,6.0,351254.0,6.0,200248.0,10.0,62456.0,19.0,SB278344718,525647.0,96099.0,645.0,70770.0,25135.0,0.0,65.0,0.0,0.0,101.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,2960_KP_Clinical,20/07/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,127,22,Escherichia coli
SB277889707,Escherichia coli,100.0,0.00351914,0.0,867/1000,823.0,6162737,3976195,good,SB277889707,5052237.0,195.0,25908.91,745611.0,78.0,582.0,6.0,377361.0,6.0,180701.0,10.0,104298.0,17.0,SB277889707,498382.0,96287.0,572.0,70823.0,25162.0,0.0,20.0,0.0,0.0,126420.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,58_KP_FUTI_CN-015,11/12/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,131,43,Escherichia coli
SB2710445378,Escherichia coli,100.0,0.00268639,0.0,896/1000,823.0,6162737,3976195,good,SB2710445378,5183499.0,535.0,9688.78,560970.0,78.0,735.0,8.0,315279.0,7.0,138117.0,11.0,59853.0,20.0,SB2710445378,671224.0,98090.0,350.0,71832.0,25583.0,0.0,37.0,0.0,0.0,89.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,29325_KP_Clinical,31/12/2020,,,,,,WELLCOME_Run_9,Escherichia coli,,,127,33,Escherichia coli
SB2710446100,Escherichia coli,100.0,0.00712406,0.0,756/1000,823.0,6162737,3976195,good,SB2710446100,5573722.0,366.0,15228.75,559818.0,78.0,1567.0,16.0,185542.0,10.0,111698.0,17.0,28770.0,34.0,SB2710446100,677335.0,91672.0,685.0,66649.0,24561.0,0.0,250.0,0.0,0.0,53.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,8871_KP_Clinical,23/04/2018,,,,,,WELLCOME_Run_9,Escherichia coli,,,38,8,Escherichia coli
SB279406469,Escherichia coli,100.0,0.0037263,0.0,860/1000,823.0,6162737,3976195,good,SB279406469,4894549.0,158.0,30978.16,421523.0,78.0,872.0,9.0,203435.0,8.0,154508.0,13.0,44996.0,24.0,SB279406469,697190.0,38224.0,194.0,27431.0,10489.0,0.0,26.0,0.0,0.0,12.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2018.0,North America,United States,SB27,6_KP_FUTI_CN-040_M1,04/06/2018,CA,1.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,155,21,Escherichia coli
SB278791588,Escherichia coli,100.0,0.00584167,0.0,793/1000,823.0,6162737,3976195,good,SB278791588,5202824.0,253.0,20564.52,402276.0,78.0,1370.0,14.0,186320.0,11.0,92561.0,20.0,36057.0,38.0,SB278791588,684636.0,50403.0,536.0,36665.0,13828.0,0.0,71.0,0.0,0.0,43.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2018.0,North America,United States,SB27,11_KP_FUTI_CN-052_M1,27/08/2018,CA,1.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,1141,2,Escherichia coli
SB277889374,Escherichia coli,100.0,0.00417861,0.0,845/1000,823.0,6162737,3976195,good,SB277889374,5381636.0,527.0,10211.83,329662.0,78.0,494.0,5.0,91887.0,17.0,55535.0,33.0,16382.0,68.0,SB277889374,532206.0,87198.0,1016.0,64194.0,23313.0,0.0,25.0,0.0,0.0,101242.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,26_KP_FUTI_CN-005,02/10/2017,CA,1.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,117,539,Escherichia coli
SB2710445939,Escherichia coli,100.0,0.0101459,0.0,678/1000,823.0,6162737,3976195,good,SB2710445939,5190306.0,232.0,22372.01,474219.0,78.0,887.0,9.0,198258.0,9.0,159445.0,14.0,51769.0,24.0,SB2710445939,435802.0,94792.0,684.0,70072.0,24832.0,0.0,128.0,0.0,0.0,216.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,22_KP_FUTI_CN-054_M2,10/09/2018,CA,0.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,355,127,Escherichia coli
SB279406799,Escherichia coli,100.0,0.000880953,0.0,964/1000,823.0,6162737,3976195,good,SB279406799,5096048.0,116.0,43931.45,819018.0,78.0,490.0,5.0,468363.0,5.0,295663.0,7.0,115761.0,13.0,SB279406799,637431.0,97532.0,627.0,71503.0,25573.0,0.0,25.0,0.0,0.0,43.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,15663_KP_Clinical,26/02/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,95,1,Escherichia coli
SB279407313,Escherichia coli,100.0,0.00337267,0.0,872/1000,823.0,6162737,3976195,good,SB279407313,5263441.0,287.0,18339.52,662170.0,78.0,586.0,6.0,355275.0,6.0,232329.0,10.0,77425.0,17.0,SB279407313,628649.0,97837.0,418.0,71755.0,25520.0,0.0,10.0,0.0,0.0,62.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,21505_KP_Clinical,30/10/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,12,35,Escherichia coli
SB279407895,Escherichia coli,100.0,0.00734051,0.0,750/1000,823.0,6162737,3976195,good,SB279407895,5065208.0,326.0,15537.45,632801.0,78.0,691.0,7.0,302433.0,6.0,139951.0,12.0,50225.0,23.0,SB279407895,688159.0,38128.0,663.0,27816.0,10573.0,0.0,323.0,0.0,0.0,26.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2019.0,North America,United States,SB27,1_KP_FUTI_CN-072_M1,05/02/2019,CA,1.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,1a9a2babfdabf7777dca5c16e562aaeee1e1884d,c0c39477296334038e5ba086be98126770420909,Escherichia coli
SB279406552,Escherichia coli,100.0,0.00408721,0.0,848/1000,823.0,6162737,3976195,good,SB279406552,4930999.0,210.0,23480.95,376097.0,78.0,1368.0,14.0,182883.0,10.0,121549.0,17.0,38699.0,30.0,SB279406552,685820.0,49345.0,429.0,35754.0,13549.0,0.0,10.0,0.0,0.0,25.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,14_KP_FUTI_CN-042_M2,18/06/2018,CA,1.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,10,2,Escherichia coli
SB2711672727,Escherichia coli,100.0,0.00701675,0.0,759/1000,823.0,6162737,3976195,good,SB2711672727,4974900.0,329.0,15121.28,231597.0,78.0,585.0,6.0,75535.0,19.0,44595.0,36.0,21580.0,67.0,SB2711672727,690130.0,47428.0,250.0,34100.0,13083.0,0.0,98.0,0.0,0.0,20.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,30_KP_FUTI_CN-106_M4,04/11/2019,CA,1.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,399,661,Escherichia coli
SB2710442320,Escherichia coli,100.0,0.00531349,0.0,809/1000,823.0,6162737,3976195,good,SB2710442320,4737141.0,130.0,36439.55,683417.0,78.0,387.0,4.0,447461.0,4.0,279842.0,7.0,92037.0,13.0,SB2710442320,777473.0,38571.0,742.0,28004.0,10782.0,0.0,135.0,0.0,0.0,10.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,22_KP_FUTI_CN-085_M4,21/05/2019,CA,1.0,Arizona,0.0,,WELLCOME_Run_8,Escherichia coli,34.395342,-111.763275,7811,7b8cfabdc54da938567c42ddc4a01b02093a38ae,Escherichia coli
SB278791430,Escherichia coli,100.0,0.00427048,0.0,842/1000,823.0,6162737,3976195,good,SB278791430,5076856.0,199.0,25511.84,455378.0,78.0,792.0,8.0,278751.0,7.0,213474.0,12.0,118422.0,18.0,SB278791430,637215.0,97115.0,1151.0,71753.0,25546.0,0.0,44.0,0.0,0.0,158.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,7_KP_FUTI_CN-066_M2,10/12/2018,CA,1.0,Indiana,0.0,,WELLCOME_Run_5,Escherichia coli,40.3270127,-86.1746933,131,43,Escherichia coli
SB279407192,Escherichia coli,100.0,0.00221642,0.0,913/1000,823.0,6162737,3976195,good,SB279407192,5282186.0,470.0,11238.69,452305.0,78.0,1075.0,11.0,183708.0,10.0,127231.0,16.0,36361.0,33.0,SB279407192,628209.0,97679.0,1030.0,72043.0,25666.0,0.0,43.0,0.0,0.0,67.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,19890_KP_Clinical,26/08/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,73,4,Escherichia coli
SB278791466,Escherichia coli,100.0,0.00687462,0.0,763/1000,823.0,6162737,3976195,good,SB278791466,4870816.0,301.0,16182.11,197761.0,78.0,1074.0,11.0,74478.0,22.0,48309.0,38.0,22681.0,66.0,SB278791466,686905.0,48418.0,295.0,35040.0,13093.0,0.0,113.0,0.0,0.0,11.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,22_KP_FUTI_CN-056_M2,24/09/2018,CA,0.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,48,132,Escherichia coli
SB278344555,Escherichia coli,100.0,0.00502299,0.0,818/1000,823.0,6162737,3976195,good,SB278344555,4660897.0,126.0,36991.25,686354.0,78.0,587.0,6.0,377648.0,5.0,319142.0,7.0,130995.0,12.0,SB278344555,584039.0,38236.0,207.0,27525.0,10557.0,0.0,384.0,0.0,0.0,11.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,2330_KP_Clinical,15/04/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,4088,61a5a591878a9d0e98b08e107d7b7866918e4c6c,Escherichia coli
SB2710442417,Escherichia coli,100.0,0.00705245,0.0,758/1000,823.0,6162737,3976195,good,SB2710442417,4611574.0,287.0,16068.2,312330.0,78.0,785.0,8.0,122021.0,12.0,77487.0,21.0,31279.0,40.0,SB2710442417,768269.0,48168.0,294.0,34892.0,13115.0,0.0,593.0,0.0,0.0,59.0,Non contaminated,Non contaminated,Non contaminated,Pork,2019.0,North America,United States,SB27,13_KP_FUTI_CN-096_M3,12/08/2019,CA,0.0,,,,WELLCOME_Run_8,Escherichia coli,,,746,446,Escherichia coli
SB279407198,Escherichia coli,100.0,0.00448671,0.0,835/1000,823.0,6162737,3976195,good,SB279407198,5131117.0,295.0,17393.62,291562.0,78.0,775.0,8.0,114470.0,17.0,69880.0,28.0,24357.0,51.0,SB279407198,675097.0,50999.0,836.0,37226.0,14099.0,0.0,438.0,0.0,0.0,37.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,19933_KP_Clinical,26/08/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,10,2,Escherichia coli
SB278344770,Escherichia coli,100.0,0.00366686,0.0,862/1000,823.0,6162737,3976195,good,SB278344770,5418026.0,268.0,20216.51,414698.0,78.0,976.0,10.0,123750.0,13.0,80307.0,24.0,34227.0,43.0,SB278344770,535423.0,85991.0,1050.0,62909.0,23437.0,0.0,57.0,0.0,0.0,46.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,3711_KP_Clinical,09/08/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,69,3,Escherichia coli
SB277889586,Escherichia coli,100.0,0.0112643,0.0,652/1000,823.0,6162737,3976195,good,SB277889586,5220407.0,278.0,18778.44,524047.0,78.0,1275.0,13.0,258922.0,7.0,157869.0,12.0,37484.0,24.0,SB277889586,498086.0,95993.0,591.0,70868.0,24920.0,0.0,25.0,0.0,0.0,127006.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,18_KP_FUTI_CN-012,16/11/2017,CA,1.0,Nebraska,0.0,,WELLCOME_Run_1,Escherichia coli,41.7370229,-99.5873816,134,9417a9e058435143110ab6457e0a48127d3adaa3,Escherichia coli
SB2710445046,Escherichia coli,100.0,0.00502299,0.0,818/1000,823.0,6162737,3976195,good,SB2710445046,5183785.0,275.0,18850.13,523551.0,78.0,965.0,10.0,288986.0,7.0,189455.0,11.0,42259.0,24.0,SB2710445046,639545.0,97740.0,480.0,71580.0,25522.0,0.0,271.0,0.0,0.0,64.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,11290_KP_Clinical,03/08/2018,,,,,,WELLCOME_Run_9,Escherichia coli,,,14,6,Escherichia coli
SB277889676,Escherichia coli,100.0,0.00584167,0.0,793/1000,823.0,6162737,3976195,good,SB277889676,5152034.0,159.0,32402.73,570415.0,78.0,978.0,10.0,199019.0,8.0,133452.0,15.0,56487.0,26.0,SB277889676,618058.0,37763.0,175.0,27163.0,10341.0,0.0,267.0,0.0,0.0,65652.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,16_KP_FUTI_CN-015,10/12/2017,CA,1.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,155,21,Escherichia coli
SB2710445328,Escherichia coli,100.0,0.00531349,0.0,809/1000,823.0,6162737,3976195,good,SB2710445328,4855871.0,184.0,26390.6,464246.0,78.0,487.0,5.0,192753.0,8.0,112031.0,15.0,44364.0,27.0,SB2710445328,731746.0,37620.0,340.0,27150.0,10333.0,0.0,411.0,0.0,0.0,25.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,8_KP_FUTI_CN-110_M2,06/01/2020,CA,0.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,278,79bfa6115f53836dc12b8355f1c4bda6230b0f52,Escherichia coli
SB2710442594,Escherichia coli,100.0,0.00354859,0.0,866/1000,823.0,6162737,3976195,good,SB2710442594,5036499.0,298.0,16901.0,457583.0,78.0,688.0,7.0,257969.0,9.0,137458.0,14.0,42709.0,25.0,SB2710442594,778040.0,38341.0,398.0,27612.0,10642.0,0.0,192.0,0.0,0.0,11.0,Non contaminated,Non contaminated,Non contaminated,Pork,2019.0,North America,United States,SB27,15_KP_FUTI_CN-104_M3,21/10/2019,CA,0.0,,,,WELLCOME_Run_8,Escherichia coli,,,297,18c8692e8e6276a0306ad9a17fed862bb3618d87,Escherichia coli
SB279407764,Escherichia coli,100.0,0.00375609,0.0,859/1000,823.0,6162737,3976195,good,SB279407764,5430730.0,365.0,14878.71,394914.0,78.0,688.0,7.0,114908.0,17.0,66548.0,28.0,36504.0,49.0,SB279407764,641602.0,84404.0,885.0,61596.0,22980.0,0.0,19.0,0.0,0.0,74.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,23223_KP_Clinical,13/01/2020,,,,,,WELLCOME_Run_6,Escherichia coli,,,69,3,Escherichia coli
SB279408729,Escherichia coli,100.0,0.00804257,0.0,731/1000,823.0,6162737,3976195,good,SB279408729,4895208.0,216.0,22663.0,537744.0,78.0,485.0,5.0,281795.0,6.0,215906.0,10.0,110924.0,16.0,SB279408729,709566.0,98325.0,299.0,71997.0,25505.0,0.0,5.0,0.0,0.0,50.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,20_KP_FUTI_CN-112_M2,20/01/2020,CA,0.0,Wisconsin,0.0,,WELLCOME_Run_6,Escherichia coli,44.4308975,-89.6884637,1385,09b1f2467f3e238e701ddc3d490b118978c324a2,Escherichia coli
SB2711674047,Escherichia coli,100.0,0.00774383,0.0,739/1000,823.0,6162737,3976195,good,SB2711674047,4842602.0,231.0,20963.65,438516.0,78.0,389.0,4.0,192755.0,9.0,112427.0,16.0,50589.0,28.0,SB2711674047,700770.0,36399.0,649.0,26356.0,10242.0,0.0,2.0,0.0,0.0,12.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,28_DC_MEAT_CN-135_M3,05/11/2021,DC,0.0,Pennsylvania,0.0,,WELLCOME_Run_9,Escherichia coli,40.9699889,-77.7278831,75,202,Escherichia coli
SB2710442271,Escherichia coli,100.0,0.0037263,0.0,860/1000,823.0,6162737,3976195,good,SB2710442271,4915079.0,192.0,25599.37,622344.0,78.0,387.0,4.0,192405.0,9.0,109420.0,15.0,54188.0,28.0,SB2710442271,778042.0,38145.0,575.0,27449.0,10691.0,0.0,96.0,0.0,0.0,32.0,Non contaminated,Non contaminated,Non contaminated,Pork,2019.0,North America,United States,SB27,1_KP_FUTI_CN-081_M3,15/04/2019,CA,0.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,345,636,Escherichia coli
SB2710442891,Escherichia coli,100.0,0.0103986,0.0,672/1000,823.0,6162737,3976195,good,SB2710442891,5262138.0,223.0,23597.03,529463.0,78.0,680.0,7.0,341379.0,6.0,188043.0,11.0,51769.0,21.0,SB2710442891,718277.0,97875.0,620.0,71713.0,25614.0,0.0,67.0,0.0,0.0,43.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,14_KP_FUTI_CN-113_M2,27/01/2020,CA,0.0,Minnesota,0.0,,WELLCOME_Run_8,Escherichia coli,45.9896587,-94.6113288,355,127,Escherichia coli
SB277889487,Escherichia coli,100.0,0.0126819,0.0,621/1000,823.0,6162737,3976195,good,SB277889487,4848837.0,495.0,9795.63,270117.0,78.0,531.0,6.0,53871.0,33.0,31722.0,57.0,12718.0,100.0,SB277889487,566515.0,40532.0,408.0,29352.0,11185.0,0.0,2.0,0.0,0.0,114194.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,23_KP_FUTI_CN-009,27/10/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,6069,00867a67962f205ac8a35d66048918a56c42faec,Escherichia coli
SB278791387,Escherichia coli,100.0,0.00390583,0.0,854/1000,823.0,6162737,3976195,good,SB278791387,4991893.0,234.0,21332.88,698352.0,78.0,1086.0,11.0,174002.0,9.0,110316.0,17.0,52373.0,29.0,SB278791387,696678.0,38074.0,852.0,27842.0,10638.0,0.0,139.0,0.0,0.0,8.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,29_KP_FUTI_CN-049_M2,05/08/2018,Ca,1.0,Pennsylvania,0.0,,WELLCOME_Run_5,Escherichia coli,40.9699889,-77.7278831,155,38e71411ca4412b5693a284cee132dcb2d080877,Escherichia coli
SB2710442057,Escherichia coli,100.0,0.0108702,0.0,661/1000,823.0,6162737,3976195,good,SB2710442057,5114364.0,392.0,13046.85,209757.0,78.0,1080.0,11.0,88225.0,20.0,53342.0,35.0,16715.0,67.0,SB2710442057,768451.0,47567.0,762.0,34730.0,13122.0,0.0,77.0,0.0,0.0,17.0,Non contaminated,Non contaminated,Non contaminated,Pork,2018.0,North America,United States,SB27,2_KP_FUTI_CN-047_M3,23/07/2018,CA,0.0,Utah,0.0,,WELLCOME_Run_8,Escherichia coli,39.4225192,-111.714358,409,862,Shigella
SB2710445957,Escherichia coli,100.0,0.00227104,0.0,911/1000,823.0,6162737,3976195,good,SB2710445957,5240221.0,426.0,12300.99,444663.0,78.0,692.0,7.0,220889.0,7.0,132366.0,13.0,53238.0,25.0,SB2710445957,671541.0,96896.0,1185.0,71586.0,25549.0,0.0,9.0,0.0,0.0,139.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,13801_KP_Clinical,28/11/2018,,,,,,WELLCOME_Run_9,Escherichia coli,,,127,32,Escherichia coli
SB279406523,Escherichia coli,100.0,0.00511931,0.0,815/1000,823.0,6162737,3976195,good,SB279406523,4999609.0,184.0,27171.79,474200.0,78.0,964.0,10.0,160465.0,8.0,111451.0,16.0,54276.0,28.0,SB279406523,697157.0,37901.0,558.0,27405.0,10519.0,0.0,127.0,0.0,0.0,4.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2018.0,North America,United States,SB27,11_KP_FUTI_CN-021,22/01/2018,CA,0.0,North Carolina,0.0,,WELLCOME_Run_6,Escherichia coli,35.6729639,-79.0392919,58,87,Escherichia coli
SB279406932,Escherichia coli,100.0,0.00271444,0.0,895/1000,823.0,6162737,3976195,good,SB279406932,5273602.0,215.0,24528.38,408285.0,78.0,581.0,6.0,217387.0,9.0,104916.0,16.0,58646.0,29.0,SB279406932,627197.0,99125.0,596.0,72660.0,25968.0,0.0,36.0,0.0,0.0,60.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,17080_KP_Clinical,26/04/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,127,22,Escherichia coli
SB2710441570,Escherichia coli,100.0,0.00351914,0.0,867/1000,823.0,6162737,3976195,good,SB2710441570,4776331.0,234.0,20411.67,790575.0,78.0,588.0,6.0,236449.0,7.0,105272.0,13.0,55721.0,25.0,SB2710441570,776951.0,39037.0,800.0,28355.0,10885.0,0.0,30.0,0.0,0.0,8.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,10_KP_FUTI_CN-039_M4,28/05/2018,CA,1.0,California,1.0,,WELLCOME_Run_7,Escherichia coli,36.7014631,-118.755997,1727,910,Escherichia coli
SB2710445481,Escherichia coli,100.0,0.00524853,0.0,811/1000,823.0,6162737,3976195,good,SB2710445481,5213286.0,323.0,16140.2,408057.0,78.0,590.0,6.0,132644.0,13.0,82190.0,23.0,35043.0,41.0,SB2710445481,732823.0,36173.0,732.0,26333.0,10091.0,0.0,54.0,0.0,0.0,9.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,36_KP_FUTI_CN-049_M2,06/08/2018,CA,0.0,Wisconsin,0.0,,WELLCOME_Run_9,Escherichia coli,44.4308975,-89.6884637,58,a880cae40fc7a592b5129547ba871b525339d727,Escherichia coli
SB2710445974,Escherichia coli,100.0,0.0197565,0.0,493/1000,823.0,6162737,3976195,good,SB2710445974,9121821.0,1101.0,8285.03,602366.0,78.0,1583.0,18.0,223042.0,12.0,141831.0,22.0,60037.0,42.0,SB2710445974,639586.0,97182.0,1036.0,71580.0,25525.0,0.0,36.0,0.0,0.0,57.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,15742_KP_Clinical,27/02/2019,,,,,,WELLCOME_Run_9,Escherichia coli,,,d1ba6190b1c7b578ab03b82e5c0522c4131e7cf1,43,Escherichia coli
SB2710441919,Escherichia coli,100.0,0.00399629,0.0,851/1000,823.0,6162737,3976195,good,SB2710441919,4778231.0,166.0,28784.52,927043.0,78.0,693.0,7.0,323524.0,4.0,185310.0,9.0,76470.0,16.0,SB2710441919,777111.0,39131.0,528.0,28334.0,10847.0,0.0,207.0,0.0,0.0,21.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,10_KP_FUTI_CN-051_M4,20/08/2018,CA,0.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,1727,7b8cfabdc54da938567c42ddc4a01b02093a38ae,Escherichia coli
SB278791437,Escherichia coli,100.0,0.0123068,0.0,629/1000,823.0,6162737,3976195,good,SB278791437,5127685.0,444.0,11548.84,174098.0,78.0,676.0,7.0,62065.0,26.0,37306.0,48.0,16901.0,85.0,SB278791437,693571.0,41504.0,520.0,30217.0,11367.0,0.0,1127.0,0.0,0.0,24.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,3_KP_FUTI_CN-065_M4,03/12/2018,CA,,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,3278ebd5188df8acc17e29983b48bd4913e1f087,cbc3aac2a91d7d00c49466d7045d883b79c67584,Escherichia coli
SB279407272,Escherichia coli,100.0,0.0113086,0.0,651/1000,823.0,6162737,3976195,good,SB279407272,4902893.0,331.0,14812.37,249879.0,78.0,976.0,10.0,84696.0,20.0,44604.0,36.0,20099.0,68.0,SB279407272,577071.0,46009.0,308.0,33382.0,12526.0,0.0,26.0,0.0,0.0,98262.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,21312_KP_Clinical,24/10/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,1316,862,Escherichia coli
SB278344828,Escherichia coli,100.0,0.00141786,0.0,943/1000,823.0,6162737,3976195,good,SB278344828,5128929.0,156.0,32877.75,724230.0,78.0,1163.0,12.0,324392.0,6.0,222825.0,10.0,103673.0,16.0,SB278344828,530235.0,91824.0,364.0,67455.0,23943.0,0.0,25.0,0.0,0.0,71.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,4143_KP_Clinical,12/09/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,1193,53,Escherichia coli
